HEADER
VTF File Version,1.1
VTF File Type,1
PID,6192
Generated on,2024-05-04 09:59:17
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,6193
XRT  Version,2.12.0
Tool Version,2021.1
Platform,xilinx_aws-vu9p-f1_shell-v04261818_201920_3
Target,System Run

STRUCTURE
Group_Start,xilinx_aws-vu9p-f1_shell-v04261818_201920_3
Group_Start,runOnfpga.xclbin
Group_Start,Compute Unit runOnfpga_1,Activity in accelerator runOnfpga:runOnfpga_1
Dynamic_Row_Summary,1,Executions,Execution in accelerator runOnfpga_1
Group_Start,m_axi_gmem0-DDR[0] (hw_agshock|hw_idshock|preinit|results|hw_iter),Data Transfers between runOnfpga_1 and Global Memory over read and write channels of runOnfpga_1/m_axi_gmem0-DDR[0]
Static_Row,2,Read Channel,Read Data Transfers 
Static_Row,3,Write Channel,Write Data Transfers 
Group_End,m_axi_gmem0-DDR[0] (hw_agshock|hw_idshock|preinit|results|hw_iter)
Group_End,runOnfpga_1
Group_End,runOnfpga.xclbin
Group_End,xilinx_aws-vu9p-f1_shell-v04261818_201920_3

MAPPING
26,0:0:0
25,1:1:1
20,bank0
14,clCreateBuffer
7,clCreateCommandQueue
6,clCreateContext
13,clCreateKernel
10,clCreateProgramWithBinary
16,clEnqueueMapBuffer
18,clEnqueueMigrateMemObjects
21,clEnqueueTask
22,clFinish
4,clGetDeviceIDs
8,clGetDeviceInfo
1,clGetExtensionFunctionAddress
2,clGetExtensionFunctionAddressForPlatform
3,clGetPlatformInfo
28,clReleaseCommandQueue
12,clReleaseContext
11,clReleaseDevice
27,clReleaseEvent
29,clReleaseKernel
19,clReleaseMemObject
30,clReleaseProgram
9,clRetainContext
5,clRetainDevice
17,clRetainMemObject
15,clSetKernelArg
24,runOnfpga
31,runOnfpga_1
23,xilinx_aws-vu9p-f1_shell-v04261818_201920_3

EVENTS
72106,0,148.730205,1,KERNEL,24,31
72107,0,148.730644,2,KERNEL_READ
72108,0,3930.941075,3,KERNEL_WRITE
72110,72108,3931.086806,3,KERNEL_WRITE
72109,72107,3931.087393,2,KERNEL_READ
72111,72106,3931.089066,1,KERNEL,24,31
72112,0,3949.006864,1,KERNEL,24,31
72113,0,3949.007218,2,KERNEL_READ
72114,0,7731.214456,3,KERNEL_WRITE
72116,72114,7731.360976,3,KERNEL_WRITE
72115,72113,7731.361568,2,KERNEL_READ
72117,72112,7731.362824,1,KERNEL,24,31
72118,0,7748.756846,1,KERNEL,24,31
72119,0,7748.757200,2,KERNEL_READ
72120,0,11530.963608,3,KERNEL_WRITE
72122,72120,11531.109940,3,KERNEL_WRITE
72121,72119,11531.110528,2,KERNEL_READ
72123,72118,11533.763868,1,KERNEL,24,31
72124,0,11578.582375,1,KERNEL,24,31
72125,0,11578.582738,2,KERNEL_READ
72126,0,15360.787025,3,KERNEL_WRITE
72128,72126,15360.933245,3,KERNEL_WRITE
72127,72125,15360.933833,2,KERNEL_READ
72129,72124,15362.976375,1,KERNEL,24,31
72130,0,15399.261967,1,KERNEL,24,31
72131,0,15399.262321,2,KERNEL_READ
72132,0,19181.467465,3,KERNEL_WRITE
72134,72132,19181.613779,3,KERNEL_WRITE
72133,72131,19181.614371,2,KERNEL_READ
72135,72130,19181.616120,1,KERNEL,24,31
72136,0,19198.788200,1,KERNEL,24,31
72137,0,19198.788555,2,KERNEL_READ
72138,0,22980.995877,3,KERNEL_WRITE
72140,72138,22981.142146,3,KERNEL_WRITE
72139,72137,22981.142738,2,KERNEL_READ
72141,72136,22981.143994,1,KERNEL,24,31
72142,0,22998.493182,1,KERNEL,24,31
72143,0,22998.493532,2,KERNEL_READ
72144,0,26780.704312,3,KERNEL_WRITE
72146,72144,26780.850335,3,KERNEL_WRITE
72145,72143,26780.850922,2,KERNEL_READ
72147,72142,26780.852312,1,KERNEL,24,31
72148,0,26799.546765,1,KERNEL,24,31
72149,0,26799.547115,2,KERNEL_READ
72150,0,30581.755106,3,KERNEL_WRITE
72152,72150,30581.901007,3,KERNEL_WRITE
72151,72149,30581.901599,2,KERNEL_READ
72153,72148,30581.903003,1,KERNEL,24,31
72154,0,30599.234846,1,KERNEL,24,31
72155,0,30599.235200,2,KERNEL_READ
72156,0,34381.440057,3,KERNEL_WRITE
72158,72156,34381.586658,3,KERNEL_WRITE
72157,72155,34381.587245,2,KERNEL_READ
72159,72154,34381.589667,1,KERNEL,24,31
72160,0,34398.712285,1,KERNEL,24,31
72161,0,34398.712640,2,KERNEL_READ
72162,0,38180.912783,3,KERNEL_WRITE
72164,72162,38181.058981,3,KERNEL_WRITE
72163,72161,38181.059572,2,KERNEL_READ
